t,o,h,l,c,v
1785704400000,200.60975066240388,200.64033676491036,197.68932621525852,200.11183280417904,11350.143284121552
1785708000000,200.11183280417904,201.0246634263294,199.2463605858564,200.22528234228963,9304.199094318143
1785711600000,200.22528234228963,201.0635470238976,199.53244277147465,200.63892362039246,3840.215405478226
1785715200000,200.63892362039246,202.1531424681108,200.63892362039246,201.40713353072366,3268.8440175330634
1785718800000,201.40713353072366,202.39855908701873,201.23803639026107,202.39855908701873,893.6763811608141
1785722400000,202.39855908701873,202.4256081554751,201.61788937348177,202.4256081554751,1299.1951869235506
1785726000000,202.4256081554751,202.5652441306614,201.5953295622737,201.74951593684676,1054.17016524972
1785729600000,201.74951593684676,203.04595076946794,201.74951593684676,202.62529731697256,822.0920934245779
1785733200000,202.62529731697256,202.81402641943444,201.95050477682912,202.7418739889257,326.56904583179573
1785736800000,202.7418739889257,202.7418739889257,202.0243974181985,202.0449930126469,486.9510651920376
1785740400000,202.0449930126469,202.7985602029585,200.8376436969631,201.0178202563296,1710.2185042376673
1785744000000,201.0178202563296,201.29181724861007,199.89445928579897,200.4108781721139,2836.2993171965354
1785747600000,200.4108781721139,200.66061609892992,200.0711516501602,200.51995915606358,567.2720993347396
1785751200000,200.51995915606358,200.97586488545227,199.55235678662916,200.47963542709195,2293.530061060669
1785754800000,200.47963542709195,200.47963542709195,198.92351998666177,199.26413503635044,2890.081605875018
1785758400000,199.26413503635044,199.3596282803655,198.65410017770014,199.0029407070259,2237.5306660548767
1785762000000,199.0029407070259,201.68047037551244,197.09446674551296,201.6335151724601,12075.066653804473
1785765600000,201.6335151724601,206.65413584480564,201.4218609207215,205.896335516103,19337.93190112619
1785769200000,205.896335516103,207.79048183578743,205.81620192949399,207.31187364931662,10873.796720413837
1785772800000,207.31187364931662,207.91738039394613,206.50494437472085,207.13003189247806,6631.0559692271045
1785776400000,207.13003189247806,209.20154939252856,206.73972256810328,208.72904640721782,9971.474084274825
1785780000000,208.72904640721782,208.89036930692413,207.24195327574193,208.44890765574937,7419.918651319089
1785783600000,208.44890765574937,208.98333255999583,206.12534239978487,206.23557070279657,6270.675411717204
1785787200000,206.23557070279657,207.89091835864969,206.1697626123264,207.00944310644044,2846.478319972751
1785790800000,207.00944310644044,207.56364389096603,206.25622943565,206.88361269671734,412.58872572437224
1785794400000,206.88361269671734,207.46549893268286,206.24710357864225,206.7564729864421,5201.733629580959
1785798000000,206.7564729864421,208.09635600373247,206.45688575158977,207.3021879344191,16517.69957593025
1785801600000,207.3021879344191,207.93225067257296,205.71917265952493,206.09917108104307,44584.29583821238
1785805200000,206.09917108104307,207.75691081719086,205.0828036883939,207.5079074929125,9988.804919841537
1785808800000,207.5079074929125,207.5563106996542,206.080097638832,207.39629591450137,2418.4774464429524
1785812400000,207.39629591450137,207.4857601529591,206.07594697230323,207.00482087896094,3843.569111094108
1785816000000,207.00482087896094,208.43428442356856,206.92491651047678,207.77408276100087,3885.93623387544
1785819600000,207.77408276100087,208.33626570129124,207.09842421670623,207.4487023347607,4857.92741529211
1785823200000,207.4487023347607,208.41172758133524,207.3972965134679,207.94342849714383,3315.44514353757
1785826800000,207.94342849714383,208.8242550096158,207.58050807913816,208.3388289248822,4756.460811187475
1785830400000,208.3388289248822,209.45325196604946,207.6293371014667,208.19612722959118,5596.721464611395
1785834000000,208.19612722959118,208.9525523253907,207.56138102981583,208.00175187469148,2380.027074393821
1785837600000,208.00175187469148,209.12854475060632,207.93144960502826,208.37056238654438,3602.3170207896155
1785841200000,208.37056238654438,210.3793548608752,208.37056238654438,210.12370756245656,4631.401243645468
1785844800000,210.12370756245656,210.89966942976693,210.08625583925476,210.1647401839617,5162.704930520369
1785848400000,210.1647401839617,212.19711845729185,209.24709567231014,210.5429899783638,22941.88226172137
1785852000000,210.5429899783638,211.79678159723892,208.75907561247186,209.13007484416,22384.91801968421
1785855600000,209.13007484416,210.9850316543277,208.70812851924254,210.74196131456586,9009.417734661347
1785859200000,210.74196131456586,211.43424155050025,209.88861547969088,210.59505572252044,8229.414809149825
1785862800000,210.59505572252044,212.40909847431476,210.16594971785963,212.28644103189788,7234.127648586747
1785866400000,212.28644103189788,213.73623165115876,210.99506915879303,213.56083263564227,24696.85274616293
1785870000000,213.56083263564227,213.99874452491102,211.5893256645467,212.05672199848462,83386.32008361387
1785873600000,212.05672199848462,213.90216508463848,210.0050366401566,213.90216508463848,33566.02905762228
1785877200000,213.90216508463848,217.3163314404842,213.27958360669638,215.3641828778441,15871.002965310596
1785880800000,215.3641828778441,216.31136184177933,214.73062792405833,215.8897979360563,12828.203235177698
1785884400000,215.8897979360563,217.4832536458399,215.47040902724842,216.16414867674192,4659.129898330016
